Text,Label
"I'm feeling serene about this",calm
"I'm amped up",excited
"I'm stressed out about this",anxious
"I'm feeling steady",calm
"I'm exhilarated right now",excited
"I'm feeling tense today",anxious
"I'm thrilled! right now",happy
"I feel terrible about this",sad
"Nothing much about this",neutral
"I'm exhilarated about this",excited
"This is infuriating today",angry
"This makes me furious right now",angry
"I can't wait! right now",excited
"This gives me anxiety right now",anxious
"This makes me furious about this",angry
"I feel fine today",neutral
"This is awesome! about this",excited
"I feel composed about this",calm
"This is so annoying today",frustrated
"I feel hopeless right now",sad
"I'm feeling frustrated",frustrated
"I'm feeling okay lately",neutral
"I'm amped up lately",excited
"This is amazing!",happy
"I'm depressed",sad
"I'm doing okay lately",neutral
"I'm so excited!",excited
"This makes me furious about this",angry
"This is annoying",frustrated
"This is exciting! lately",excited
"I'm feeling peaceful today",calm
"I feel normal lately",neutral
"I'm exhilarated",excited
"I'm fed up about this",frustrated
"I feel balanced right now",calm
"I'm feeling great! lately",happy
"This irritates me",frustrated
"I have anxiety today",anxious
"I'm feeling low about this",sad
"I'm on cloud nine lately",happy
"I feel at ease",calm
"I feel normal right now",neutral
"This is so irritating lately",angry
"I'm ecstatic right now",excited
"I'm really excited lately",excited
"I'm upset",sad
"I'm upset today",sad
"I'm indifferent today",neutral
"I'm at peace",calm
"I'm feeling zen",calm
"I'm frustrated right now",frustrated
"I'm feeling mellow",calm
"I feel fantastic! right now",happy
"I'm elated",excited
"I'm irritated",angry
"I feel neutral right now",neutral
"I'm thrilled! about this",happy
"I feel terrible lately",sad
"I feel hopeless about this",sad
"I feel normal right now",neutral
"This brings me joy right now",happy
"I'm so pleased lately",happy
"I'm feeling frustrated about this",frustrated
"I'm really frustrated",frustrated
"This is awesome! about this",excited
"I'm feeling okay",neutral
"I'm really upset lately",angry
"I'm okay with this about this",neutral
"This makes me sad",sad
"I'm so pleased lately",happy
"This makes me happy about this",happy
"I'm nervous about this about this",anxious
"I'm okay about this",neutral
"I'm so hyped lately",excited
"I'm feeling worried",anxious
"I'm feeling tense",anxious
"This makes me furious lately",angry
"I'm feeling wonderful lately",happy
"I'm nervous about this today",anxious
"I'm feeling low right now",sad
"I'm fuming lately",angry
"I'm thrilled! lately",happy
"I feel average",neutral
"This is so disappointing right now",sad
"This is infuriating about this",angry
"I'm so excited!",excited
"This is exciting! today",excited
"This is heartbreaking today",sad
"I feel joyful right now",happy
"This is so frustrating! today",frustrated
"I'm delighted about this",happy
"I'm really excited today",excited
"I'm indifferent about this",neutral
"I'm feeling placid right now",calm
"I'm alright right now",neutral
"I'm stressed out today",anxious
"I'm feeling great! today",happy
"I feel fantastic!",happy
"I'm feeling worried lately",anxious
"I have anxiety today",anxious
"I'm overjoyed lately",happy
"I'm upset today",sad
"This is so irritating about this",angry
"I'm feeling mellow today",calm
"I'm doing okay right now",neutral
"I feel relaxed and calm about this",calm
"I'm nervous about this right now",anxious
"I'm so angry! about this",angry
"This makes me sad lately",sad
"I'm depressed",sad
"Everything is normal right now",neutral
"I'm nervous about this",anxious
"This is so frustrating! about this",frustrated
"This is so irritating right now",angry
"I'm feeling blue today",sad
"This makes me furious about this",angry
"This is thrilling! right now",excited
"I'm relaxed lately",calm
"Nothing much today",neutral
"I'm feeling frustrated",frustrated
"I feel miserable",sad
"This is amazing! lately",happy
"This is so frustrating! lately",frustrated
"I'm fed up lately",frustrated
"I'm really excited today",excited
"I'm feeling anxious today",anxious
"I'm at peace",calm
"I'm at peace today",calm
"This makes me furious",angry
"I'm feeling quiet right now",calm
"I feel awful",sad
"I feel awful right now",sad
"This irritates me right now",frustrated
"I'm irritated",angry
"I'm on cloud nine about this",happy
"I'm overjoyed today",happy
"This makes me furious",angry
"I'm really frustrated about this",frustrated
"I'm relaxed right now",calm
"I'm pumped! right now",excited
"This brings me joy",happy
"I'm frustrated about this",frustrated
"This is thrilling! right now",excited
"I'm fuming about this",angry
"I'm thrilled about this lately",excited
"I'm doing alright",neutral
"This makes me rage right now",angry
"I'm feeling blue today",sad
"I'm delighted about this",happy
"I'm upset lately",sad
"This is so irritating lately",frustrated
"I'm ecstatic",happy
"I feel at ease today",calm
"I'm so angry! lately",angry
"I'm feeling placid about this",calm
"This makes me furious right now",angry
"I feel anxious",anxious
"I'm irritated right now",angry
"This irritates me lately",frustrated
"I'm livid lately",angry
"I'm furious about this lately",angry
"I'm really excited",excited
"I'm feeling worried",anxious
"I'm fuming today",angry
"I'm so excited! right now",excited
"I'm feeling frustrated about this",frustrated
"I'm mad about this",angry
"I feel empty inside today",sad
"I'm really worried",anxious
"I'm feeling tense today",anxious
"I feel anxious today",anxious
"I'm thrilled about this",excited
"I'm really upset today",angry
"I'm thrilled about this right now",excited
"I'm nervous about this today",anxious
"I feel awful today",sad
"I'm so hyped right now",excited
"I'm feeling low today",sad
"I'm amped up about this",excited
"I'm feeling gloomy about this",sad
"I have anxiety right now",anxious
"This is so irritating about this",frustrated
"I feel fine right now",neutral
"I'm livid about this",angry
"I'm doing alright today",neutral
"I'm really anxious about this",anxious
"This is awesome! lately",excited
"I'm feeling quiet today",calm
"I feel tranquil today",calm
"I'm feeling tense lately",anxious
"This is so irritating today",frustrated
"I'm concerned lately",anxious
"I'm feeling okay today",neutral
"I feel anxious right now",anxious
"I feel composed lately",calm
"I feel down",sad
"This makes me nervous about this",anxious
"I feel hopeless lately",sad
"I'm feeling okay today",neutral
"I'm okay with this about this",neutral
"I feel fantastic! right now",happy
"This is exasperating today",frustrated
"This makes me sad about this",sad
"This is so frustrating! today",frustrated
"I'm irritated lately",angry
"I'm feeling serene lately",calm
"Everything is normal lately",neutral
"I feel at ease right now",calm
"I'm concerned lately",anxious
"I'm so happy today! lately",happy
"I'm fuming",angry
"This is thrilling! today",excited
"I'm nervous about this",anxious
"I feel average lately",neutral
"I'm feeling mellow today",calm
"I'm losing patience right now",frustrated
"This is amazing!",happy
"I'm on cloud nine about this",happy
"This is thrilling!",excited
"This irritates me right now",frustrated
"This is so annoying about this",frustrated
"I'm really excited lately",excited
"I'm livid",angry
"I'm feeling placid about this",calm
"This is exasperating lately",frustrated
"I'm panicking today",anxious
"I'm feeling great! right now",happy
"I'm frustrated",angry
"I feel relaxed and calm about this",calm
"I feel empty inside today",sad
"I'm really frustrated",frustrated
"I'm alright",neutral
"I feel balanced right now",calm
"This is thrilling! right now",excited
"I'm feeling low",sad
"I'm livid",angry
"I'm ecstatic about this",excited
"I'm feeling sad right now",sad
"I feel anxious right now",anxious
"I feel down today",sad
"I'm really worried today",anxious
"I'm fuming",angry
"I'm so hyped",excited
"I feel hopeless right now",sad
"I'm annoyed about this",angry
"I'm livid today",angry
"I feel anxious about this",anxious
"I'm okay today",neutral
"I'm thrilled!",happy
"This is so disappointing",sad
"I'm feeling low today",sad
"I'm pumped! about this",excited
"I'm doing okay today",neutral
"I feel relaxed and calm",calm
"I'm nervous about this lately",anxious
"I'm okay about this",neutral
"This is so frustrating!",frustrated
"I'm ecstatic right now",excited
"I'm feeling peaceful right now",calm
"I'm relaxed lately",calm
"This is so annoying about this",frustrated
"This irritates me right now",frustrated
"I'm exhilarated today",excited
"I feel hopeless today",sad
"I'm feeling okay",neutral
"I'm amped up right now",excited
"I'm upset about this",sad
"This makes me rage about this",angry
"I'm feeling mellow about this",calm
"I'm really worried",anxious
"This is awesome!",excited
"This irritates me right now",frustrated
"This gives me anxiety about this",anxious
"This makes me happy",happy
"I'm feeling wonderful about this",happy
"I'm pumped!",excited
"I feel tranquil right now",calm
"This is exasperating today",frustrated
"I'm pumped! lately",excited
"I'm indifferent lately",neutral
"I'm indifferent about this",neutral
"I'm really anxious about this",anxious
"I feel composed lately",calm
"I'm pumped!",excited
"I feel calm lately",calm
"I'm ecstatic right now",happy
"I'm at peace about this",calm
"I feel joyful today",happy
"I'm feeling quiet right now",calm
"I feel tranquil today",calm
"I feel fine",neutral
"I'm really excited today",excited
"I'm really annoyed today",frustrated
"I'm overjoyed about this",happy
"I feel composed about this",calm
"I feel hopeless about this",sad
"Nothing much today",neutral
"This makes me rage",angry
"I'm on cloud nine lately",happy
"I'm thrilled! today",happy
"This gives me anxiety about this",anxious
"I'm feeling okay lately",neutral
"I feel balanced today",calm
"I'm livid",angry
"I'm feeling mellow about this",calm
"I feel terrible",sad
"I'm ecstatic about this",happy
"This is so annoying today",frustrated
"I'm really frustrated about this",frustrated
"I'm feeling low lately",sad
"I'm livid about this",angry
"I'm thrilled about this lately",excited
"This makes me sad right now",sad
"I feel terrible about this",sad
"I'm feeling blue today",sad
"I'm really annoyed lately",frustrated
"I'm feeling serene",calm
"I'm livid lately",angry
"I'm feeling mellow about this",calm
"I'm feeling mellow today",calm
"This makes me furious lately",angry
"I can't wait! today",excited
"I'm feeling anxious lately",anxious
"I'm stressed out about this",anxious
"I'm feeling placid today",calm
"I'm okay with this right now",neutral
"I'm mad about this",angry
"I'm feeling serene about this",calm
"This is so disappointing today",sad
"I feel empty inside today",sad
"I'm frustrated today",frustrated
"I'm doing alright right now",neutral
"I'm feeling quiet about this",calm
"This makes me furious about this",angry
"I feel down right now",sad
"This is infuriating",angry
"I'm frustrated about this",angry
"I feel relaxed and calm right now",calm
"This is so disappointing about this",sad
"I feel balanced lately",calm
"This makes me rage right now",angry
"I'm panicking today",anxious
"I'm losing patience right now",frustrated
"This is so irritating about this",frustrated
"This is maddening lately",frustrated
"This angers me lately",angry
"This is so irritating",angry
"I'm feeling quiet",calm
"I feel fantastic! right now",happy
"I'm feeling frustrated lately",frustrated
"I'm stressed out lately",anxious
"This makes me happy right now",happy
